Track,Album Name,Artist,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,year,month
Love Me Like This,expï¿½ï¿½rgo,NMIXX,US5TA2200195,3937,21.5,96439278.0,9999.0,5451670.0,64.0,153565263.0,1299976.0,"34,860","36,819,235","208,385,821","51,855,304",6.0,789.0,2.0,192,,"315,735",388,178962.0,0,2023,3
Buss It,Buss It,Erica Banks,USUYG1312999,3936,21.5,145000664.0,32202.0,13605018.0,53.0,114367853.0,1294275.0,"2,840,314","966,925,936","7,546,931,289","68,697,361",34.0,27382.0,13.0,"13,556",16.0,,,1452339.0,1,2020,5
Five Nights at Freddy's,Five Nights at Freddy's (Original Motion Picture Soundtrack),The Newton Brothers,USQ4E2205224,3941,21.5,17822349.0,5850.0,722543.0,,23346903.0,555249.0,"385,700","76,117,590","591,105,266",,2.0,2.0,,,,"88,794","1,421",143370.0,0,2023,10
BODYGUARD,COWBOY CARTER,Beyoncï¿,USSM12402709,3956,21.5,56412921.0,4391.0,32285153.0,,5216744.0,84090.0,,,,"281,032",31.0,2062.0,33.0,"1,259,894",30.0,"875,660",755,96344.0,1,2024,3
Matte Black,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,QZAPK2000269,3938,21.5,162889846.0,45505.0,2568098.0,69.0,82186979.0,804789.0,"16,659","8,712,382","49,371,617","4,329,789",1.0,1319.0,1.0,"53,318",,"6,608,498","3,600",351439.0,1,2022,7
Animals,Animals - Single,Martin Garrix,NLZ541300467,3957,21.5,413855724.0,67911.0,11433179.0,61.0,62878984.0,569920.0,"58,190","13,747,633","170,836,810","26,070,341",80.0,8044.0,27.0,"64,976",24.0,"164,294,520","462,207",17865575.0,1,2013,1
"Akh Lad Jaave (From ""Loveyatri"")","Akh Lad Jaave (From ""Loveyatri"")",Badshah,INS181801889,3950,21.5,97600091.0,10461.0,4441829.0,55.0,966173774.0,5203477.0,,"2,364","49,191","131,470,144",14.0,681.0,,,7.0,,,432493.0,0,2018,8
FRIKI,FRIKI,Feid,USUM72123054,3939,21.5,255973824.0,28166.0,14221715.0,71.0,230466044.0,1013942.0,"122,297","27,668,937","333,978,136","194,906,618",30.0,13244.0,14.0,"276,606",22.0,"24,601,618","1,616",429833.0,0,2021,12
GOAT,Goat - Single,Number_i,JPY932300029,3951,21.5,34820660.0,762.0,2929511.0,66.0,68873278.0,518809.0,,"14,000","173,000","529,004,884",8.0,620.0,1.0,"9,615",5.0,,,213386.0,0,2024,1
Bondade de Deus,Bondade de Deus,Isaias Saad,BCII12200001,3960,21.5,91842323.0,15910.0,8695499.0,63.0,237180411.0,1961210.0,"554,995","6,613,662","149,090,596","508,469",10.0,82.0,56.0,"7,488,178",9.0,,,,0,2022,2
Let The Light In (feat. Father John Misty),Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,GBUM72206754,3932,21.5,240686521.0,33016.0,33841199.0,75.0,21619.0,626.0,"159,400","53,743,157","349,168,412",,3.0,2028.0,13.0,"499,463",5.0,"912,274","2,652",632580.0,0,2023,3
Love 119,Love 119,RIIZE,KRA302400001,3928,21.5,40415304.0,2509.0,8351511.0,59.0,56771181.0,675344.0,"25,800","664,843","3,801,500","629,039,777",10.0,1266.0,5.0,"158,455",15.0,"19,933",62,80350.0,0,2024,1
Jar of Hearts,jar of hearts,Christina Perri,USAT21001508,3945,21.5,534874667.0,65494.0,31544782.0,65.0,562197656.0,3376379.0,"39,886","11,224,332","109,689,471","184,101,526",42.0,39523.0,20.0,"25,418",10.0,"615,706,841","895,666",6027852.0,0,2010,7
UP,UP,INNA,ROGRA2101937,3944,21.5,35440292.0,7611.0,1055511.0,49.0,105583094.0,723839.0,"1,783,882","35,896,632","1,048,666,929","5,222,774",8.0,34144.0,9.0,"457,320",,"77,119",48,2431616.0,0,2021,10
LOS APARATOS,LOS APARATOS,El Alfa,QM6P42213591,3943,21.5,137720938.0,30579.0,5580377.0,65.0,153725209.0,1337733.0,"1,167","47,967","950,882","3,483,302",12.0,9181.0,6.0,"67,183",1.0,"3,762,219","1,338",602689.0,0,2022,8
ýýQuýý Nos Pasýý?,ýýQuýý Nos Pasýý? - Single,Anuel AA,QM6MZ2220000,3926,21.5,161990851.0,31668.0,4718236.0,68.0,187450025.0,1297403.0,"9,929","2,748,358","28,786,547","341,414,931",5.0,576.0,1.0,"31,377",,"1,465,671",515,412492.0,1,2022,5
I Won't Give Up,Chï¿½ï¿½rie Summer,Jason Mraz,USEE11100768,3925,21.5,850863163.0,91617.0,43046356.0,62.0,21096118.0,126444.0,"59,874","7,909,056","77,268,402","10,950",70.0,147.0,29.0,"76,256",10.0,"983,589,132","665,589",7898160.0,0,2012,1
I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,Clinton Kane,USSM12104467,3959,21.5,416972132.0,75352.0,37597369.0,63.0,27881902.0,283314.0,"262,243","132,202,012","1,003,766,991","5,373",37.0,6452.0,30.0,"154,015",15.0,"10,462,787","8,208",791890.0,0,2021,8
Tapï¿½ï¿½o Na,Som No Talo,Raï¿½ï¿½ Saia Ro,BRS4R2000060,3933,21.5,196159389.0,21913.0,6808067.0,53.0,452999889.0,2998357.0,"226,305","21,523,496","349,411,180","246,973,235",23.0,1944.0,49.0,"201,574",5.0,,,360078.0,0,2021,1
Angry,Angry,The Rolling Stones,GBUM72302314,3953,21.5,31185560.0,10629.0,9924829.0,,31460860.0,421898.0,,,,"17,219,087",28.0,43699.0,17.0,"1,899,063",36.0,"3,754,757","2,339",439886.0,0,2023,9
SWEET / I THOUGHT YOU WANTED TO DANCE,CALL ME IF YOU GET LOST,"Tyler, The Creator",USQX92102138,3947,21.5,269671235.0,93761.0,9361340.0,69.0,36399833.0,578718.0,"47,742","29,143,512","124,695,761","9,213",10.0,1366.0,3.0,"12,887",9.0,"634,409","3,067",551470.0,1,2021,6
Yes I'm A Mess,Yes I'm A Mess,AJR,USUG12305391,3948,21.5,43940810.0,6918.0,9962020.0,,13505487.0,255255.0,247,"525,527","7,067,986","15,730,507",8.0,47852.0,3.0,"3,267",17.0,"22,282,533","6,052",202276.0,1,2023,9
Try,NRJ Hit List 2012 Vol 2,P!nk,USRC11200785,3955,21.5,662971898.0,94974.0,33907759.0,74.0,990716604.0,4801576.0,"626,315","63,289,716","689,599,858","267,410,979",57.0,136141.0,38.0,"415,220",30.0,"217,677,468","122,110",4968.0,0,2012,1
VVS Switch,VVS Switch,Pressure 9X19,QZSYP2394390,3929,21.5,44343451.0,5241.0,2934957.0,,68122505.0,1142953.0,"10,200","8,722,857","57,791,681","13,550,330",,2.0,,,,"42,761",104,270429.0,1,2023,10
Can I Call You Tonight?,Can I Call You Tonight?,Dayglow,TCADL1825079,3930,21.5,596164214.0,158639.0,32332004.0,71.0,207640042.0,2700851.0,"71,731","26,297,718","155,192,084","12,234,172",30.0,4664.0,10.0,"121,871",5.0,"15,042,745","10,453",2303064.0,0,2018,1
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,USGF18714809,3931,21.5,1879386440.0,295491.0,96032046.0,80.0,2007460784.0,11222080.0,"623,935","57,957,597","673,282,408","743,526,260",212.0,145671.0,215.0,"3,290,536",107.0,"885,046,947","444,606",10345515.0,1,1987,7
DISPO,DISPO,KAROL G,USUG12305267,3952,21.5,113567783.0,11700.0,10018246.0,68.0,70427226.0,409549.0,,,,,7.0,1330.0,2.0,"239,220",16.0,"10,704,039",792,134837.0,1,2023,8
Obsessed,Obsessed,Riar Saab,QMBZ92299094,3972,21.4,161366691.0,18781.0,6151558.0,64.0,167537164.0,1497169.0,"133,300","16,562,523","286,891,984",,22.0,918.0,1.0,"1,097",9.0,,,479047.0,0,2022,9
Here We Go (Uh Oh),Here We Go (Uh Oh),Coco Jones,USUM72404366,3978,21.4,3459469.0,675.0,18922968.0,,30547.0,846.0,,,,,18.0,8785.0,3.0,"208,991",29.0,"3,989,935",392,133763.0,0,2024,5
Madrid City,Madrid City,Ana Mena,ES5022302278,3966,21.4,64860954.0,8481.0,12819927.0,,30204546.0,157044.0,"42,288","52,602,381","462,395,885","93,824,319",53.0,26994.0,41.0,"11,320,652",27.0,"7,026",51,885647.0,0,2023,9
Ropa Cara,Ropa Cara,Camilo,USSD12000609,3979,21.4,185362995.0,19981.0,3838967.0,50.0,315331221.0,3732558.0,"1,115,600","148,110,661","1,309,968,091","33,382,623",43.0,11813.0,9.0,"83,927",17.0,"3,615,841","5,623",421946.0,0,2021,1
Straightenin,Straightenin,Migos,USUG12100188,3968,21.4,135665686.0,61959.0,9905843.0,51.0,158341543.0,1541456.0,"22,945","8,690,617","98,085,095","79,102,641",67.0,35358.0,16.0,"139,088",11.0,"36,411,677","7,544",1039383.0,1,2021,5
Bring Me To Life,Fallen,Evanescence,USWU30200093,3963,21.4,1129346989.0,229491.0,68545536.0,79.0,1380253721.0,9926891.0,"511,462","98,118,550","906,228,976","720,637,057",91.0,230782.0,70.0,"765,734",43.0,,,12505209.0,0,2003,1
Espectacular,Espectacular - Single,Sky Rompiendo,USSD12400197,3971,21.4,29254420.0,3415.0,44650919.0,,4214564.0,68306.0,,,,"7,608,525",30.0,1177.0,21.0,"184,327",32.0,"1,037,782",89,124413.0,0,2024,4
Me Gusta,Me Gusta,Shakira,USQX92000112,3991,21.4,353815769.0,49237.0,19452357.0,61.0,392297415.0,3298273.0,"83,800","9,584,342","108,385,612","13,253,315",95.0,50623.0,41.0,"325,193",42.0,"14,773,195","4,072",2962296.0,0,2020,1
Middle,Middle,DJ Snake,USUM71515784,3974,21.4,1068023888.0,136601.0,31036842.0,70.0,43143589.0,435488.0,"993,544","34,574,490","288,028,736",,193.0,33170.0,71.0,"231,159",9.0,"209,483,734","129,629",12615013.0,0,2015,10
El Patito Juan,La Hormiguita Hippie,Biper Y Sus Amigos,QZ2J21500186,3969,21.4,29422741.0,3040.0,672003.0,54.0,2970122390.0,1957811.0,"90,413","6,203,573","119,966,916",,,174.0,2.0,"480,864",5.0,"515,384","14,764",199390.0,0,2004,10
Different 'Round Here,Different 'Round Here,Riley Green,QZRD92302492,3980,21.4,74806048.0,9014.0,9899290.0,60.0,,,"5,369","1,117,305","11,672,926",,14.0,141886.0,7.0,"1,677,801",9.0,"1,176,095",188,157134.0,0,2023,5
Jumpshot,Sunday,Dawin,USUM71606698,3976,21.4,71345247.0,8334.0,1543930.0,45.0,92840225.0,813836.0,"8,797,888","51,952,711","274,234,939",7,2.0,264.0,1.0,"2,924",,"1,814,245",,926395.0,0,2016,7
Mockingbird,Encore (Deluxe),Eminem,USIR10400813,3983,21.4,1680919413.0,293385.0,44640604.0,82.0,244059770.0,2900004.0,"12,730","8,273,097","76,886,329","228,292",79.0,13192.0,31.0,"722,512",15.0,"520,681,974","406,631",9764188.0,1,2004,11
Asesina,Asesina,Brytiago,QM4TX1806458,3982,21.4,362670547.0,33711.0,5993578.0,62.0,712253277.0,3550138.0,"19,671","1,657,667","17,887,810","30,023,085",11.0,1338.0,9.0,"17,915",29.0,"144,936,900","26,295",,1,2018,5
Jennifer's Body,A Great Chaos,Ken Carson,USUM72314188,3986,21.4,53163000.0,24166.0,3988753.0,,,,"1,636","645,737","5,105,135",,1.0,31.0,3.0,"417,707",2.0,"206,234",758,65875.0,1,2023,10
bread & butter,bread & butter - Single,Gunna,USAT22305917,3977,21.4,50098085.0,29986.0,3865630.0,54.0,30556463.0,330529.0,"6,120","815,019","9,089,105","61,703,814",40.0,1160.0,2.0,"5,937",,"4,935,955","1,789",280974.0,1,2023,6
ýýýýýýýýýýýý,ýýýýýýýýýýýý,Aimer,JPU902104729,3975,21.4,227696852.0,34276.0,6961653.0,63.0,250190214.0,1270608.0,,,,"86,777,760",35.0,1922.0,5.0,"8,662",3.0,"662,602",324,403076.0,0,2021,12
Smile (with The Weeknd),Legends Never Die,Juice WRLD,USUG12002597,3984,21.4,463970393.0,92879.0,13210421.0,62.0,130269657.0,1671937.0,"5,289","125,617","1,309,847","14,422,648",46.0,10816.0,16.0,"6,406",11.0,"42,898,693","20,772",793274.0,1,2020,7
Yes or No,GOLDEN,Jung Kook,USA2P2348392,3970,21.4,167384917.0,7556.0,4756460.0,,46061623.0,617032.0,,"1,932,205","14,147,233","42,351,748",4.0,1653.0,2.0,"340,015",,"885,984",803,172882.0,0,2023,11
Entrapreneur,Entrapreneur,Central Cee,USSM12309238,3987,21.4,27850857.0,13873.0,8249759.0,,13933188.0,336872.0,,,,"235,522,928",10.0,3421.0,18.0,"237,640",12.0,"983,003",74,84148.0,1,2023,12
Show Me How,Show Me How - Single,Men I Trust,TCADM1873570,3965,21.4,466462034.0,145278.0,21911416.0,20.0,91890599.0,1551928.0,"253,094","221,768,120","1,503,260,547","1,051,268,048",25.0,1227.0,5.0,"7,432",4.0,"2,932,987","1,544",989841.0,0,2018,2
Pour It Up,Unapologetic (Edited Version),Rihanna,USUM71214737,3964,21.4,417616725.0,59548.0,22751107.0,64.0,498382704.0,2551106.0,"2,466","3,960,964","9,984,519","146,752,455",53.0,27541.0,19.0,"201,083",18.0,"652,081,066","745,650",3449652.0,1,2012,1
MONEY AND VIBES,MONEY AND VIBES,Nemzzz,US38Y2305407,3985,21.4,35900099.0,17596.0,1306168.0,,3551154.0,60217.0,"43,374","5,449,953","45,531,637",,5.0,782.0,2.0,"55,922",3.0,,,93958.0,1,2023,10
Love Is Gone - Acoustic,Love Is Gone (Acoustic),SLANDER,CA5KR1969481,3993,21.3,486647778.0,83294.0,21025597.0,71.0,239866189.0,2910072.0,"78,646","21,105,667","147,581,751","245,093",6.0,2226.0,1.0,380,,"15,700,689","21,904",3817868.0,0,2019,11
Por las Noches (Remix),Por las Noches (Remix) - Single,Peso Pluma,USQX92301266,4023,21.3,129370457.0,14028.0,4216550.0,62.0,137242871.0,910371.0,"8,604","9,221,690","100,106,095","94,322",8.0,851.0,6.0,"40,004",7.0,"4,613,918","1,202",350394.0,0,2023,2
TABU.,TABU.,Yung Yury,QZES82389788,4009,21.3,110533607.0,40021.0,4746927.0,63.0,7522346.0,53344.0,"32,406","5,368,267","54,432,181",,12.0,8656.0,4.0,"8,084",2.0,,,269055.0,0,2023,3
Toxic,Toxic,YG,USUM72215025,4006,21.3,36861625.0,18739.0,2015690.0,48.0,45862527.0,493206.0,"79,369","18,282,687","146,110,913","924,079,774",7.0,131332.0,7.0,"25,236",4.0,"28,403,185","9,070",1083165.0,1,2022,8
Patadas de Ahogado / LATIN MAFIA - Rework,Patadas de Ahogado / LATIN MAFIA (Rework),HUGEL,MXF012400211,4012,21.3,30377279.0,7417.0,41642055.0,,454550.0,7485.0,,,,"3,117,914",20.0,140.0,37.0,"400,425",17.0,"6,058",80,722006.0,0,2024,3
Solid (feat. Drake),Slime Language 2,Young Stoner Life,QMCE32100237,3992,21.3,277393068.0,103470.0,22919370.0,61.0,932111.0,15329.0,833,"622,471","6,843,990",,73.0,4738.0,15.0,"63,439",8.0,"35,674,166","4,422",772897.0,1,2021,4
Joro,Joro,Wizkid,USRC11901068,4005,21.3,117819788.0,59052.0,4339220.0,59.0,312077132.0,1773615.0,"822,706","192,976,549","1,866,473,503","26,870,032",59.0,5324.0,27.0,"155,965",5.0,"4,356,329","3,033",3178427.0,0,2019,9
Stop Breathing,Whole Lotta Red,Playboi Carti,USUM72024691,4002,21.3,178750521.0,76739.0,7135729.0,66.0,33772398.0,478840.0,"13,400","13,371,649","88,268,263","65,457,710",7.0,32.0,3.0,"1,625",,"392,907","2,314",337335.0,1,2020,12
The Rapture Pt.III,The Rapture Pt.III - Single,&ME,DEEC33501048,4016,21.3,34601626.0,34272.0,14914861.0,65.0,,,623,"60,724","869,444",,20.0,158.0,9.0,"38,641",21.0,,,989728.0,0,2023,6
all the good girls go to hell,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,USUM71900766,4008,21.3,640099263.0,74072.0,22449798.0,68.0,342695701.0,7870079.0,"80,736","22,722,423","204,727,914","21,756,608",40.0,22495.0,19.0,"231,931",13.0,"44,739,129","59,135",1434669.0,0,2019,3
Hate You,GOLDEN,Jung Kook,USA2P2348394,4021,21.3,104618147.0,5815.0,3269253.0,,49859367.0,2196731.0,"88,400","4,620,477","21,112,856","396,885,729",1.0,124.0,1.0,"337,935",1.0,"639,507",411,120750.0,0,2023,11
Chase It (Mmm Da Da Da),Chase It (Mmm Da Da Da),Bebe Rexha,USWB12401323,3995,21.3,6958248.0,1226.0,59656421.0,,2816970.0,81956.0,,184,"4,881","78,719,562",32.0,3635.0,25.0,"1,379,653",70.0,"339,888",63,49922.0,0,2024,5
Mï¿½ï¿½,Mï¿½ï¿½,Nio Garcia,QM4TW1972660,4015,21.3,76516847.0,14310.0,2814938.0,48.0,865812768.0,3458107.0,"7,543","422,844","4,319,903","14,012,477",3.0,107.0,1.0,619,5.0,"21,806,073","4,406",198643.0,1,2019,2
Father Stretch My Hands Pt. 1,The Life Of Pablo,Kanye West,USUM71603067,4003,21.3,1102322992.0,191719.0,29522697.0,79.0,98389487.0,1056464.0,"35,675","34,872,507","243,179,588","18,942",88.0,853.0,17.0,"200,329",25.0,"105,323,044","60,013",3413462.0,1,2016,4
505,Favourite Worst Nightmare,Arctic Monkeys,GBCEL0700074,3999,21.3,1660504577.0,315657.0,60158552.0,80.0,611110729.0,4963235.0,"52,713","40,161,014","229,596,064","24,875",33.0,5713.0,25.0,"749,483",22.0,"43,563,662","36,880",2550560.0,0,2007,4
Banco do Carona,Banco do Carona,Mc Don Juan,BRWMB2300660,4019,21.3,71078859.0,9468.0,8189292.0,60.0,152076565.0,714710.0,"5,397","1,222,669","14,276,253","11,338,650",3.0,,18.0,"271,037",2.0,,,138592.0,0,2023,4
DISCOTEKA (feat. Locura Mix),DISCOTEKA (feat. Locura Mix),The La Planta,BK4DA2301022,4001,21.3,89073254.0,15308.0,4179773.0,60.0,142372911.0,435060.0,"81,000","5,183,143","64,861,163",,,965.0,,,4.0,223,,93551.0,0,2023,2
thanK you aIMee,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,USUG12402546,4018,21.3,65809859.0,1728.0,11038428.0,,6877351.0,113555.0,,,,,5.0,147.0,1.0,"110,574",19.0,"1,318,153","2,436",20504.0,1,2024,4
I Get The Bag (feat. Migos),I Get The Bag (feat. Migos),Gucci Mane,USAT21703179,4022,21.3,554022596.0,98431.0,18605080.0,64.0,609183858.0,2885179.0,"327,203","22,473,072","178,883,578","173,371,269",8.0,12752.0,,,18.0,,,,1,2017,8
Colors,Colors,Black Pumas,USATO1900023,4014,21.3,215492373.0,91317.0,9796420.0,67.0,291742629.0,2585653.0,"5,685","2,212,496","64,559,724","10,472,176",36.0,48571.0,16.0,"251,559",13.0,"18,305,762","19,517",2951859.0,0,2019,4
Lifetime,Lifetime,Tobiahs,AULI02355900,4010,21.3,33401958.0,9093.0,38460085.0,,2070128.0,36023.0,,,,"474,165",18.0,3829.0,15.0,"410,514",8.0,"114,171",65,292069.0,0,2024,1
What's My Name?,Loud (Japan Version),Rihanna,USUM71025031,4011,21.3,520418822.0,88906.0,32859163.0,69.0,1049777851.0,3714062.0,,"17,915","32,366","523,654,611",76.0,100498.0,13.0,"201,267",21.0,"462,429,753","370,269",3970903.0,0,2010,1
Flowers,Flowers,Lauren Spencer Smith,USUG12202201,4000,21.3,260183209.0,36176.0,9276256.0,65.0,64169463.0,486007.0,"106,827","32,754,226","295,540,554","2,547,376,419",31.0,15877.0,12.0,"298,664",15.0,"12,043,516","18,797",626257.0,1,2022,4
Nikle Currant,Nikle Currant,Jassie Gill,INS181802318,4047,21.2,38630486.0,5868.0,1823835.0,52.0,929048943.0,4745876.0,"395,153","4,481,672","67,416,406","137,222,354",7.0,328.0,,,1.0,,,151419.0,0,2018,10
Stir Fry,Stir Fry,Migos,USUM71714081,4033,21.2,680431508.0,107585.0,23414054.0,68.0,179781280.0,1878811.0,"240,088","30,175,086","249,432,966","11,047,590",111.0,36342.0,19.0,"157,694",32.0,"153,122,082","129,770",2298173.0,1,2017,12
"Bitch, Donï¿½ï¿½ï¿½t Kill M","good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,USUM71210774,4037,21.2,721771477.0,182518.0,23222997.0,67.0,459189834.0,3603381.0,"57,977","13,026,986","78,341,646","10,067,174",73.0,9268.0,43.0,"185,338",23.0,"327,439,211","307,788",2085087.0,1,2012,1
DOLLAZ ON MY HEAD (feat. Young Thug),WUNNA,Gunna,QMCE32000228,4035,21.2,390498074.0,113725.0,17440703.0,64.0,85842981.0,807191.0,"103,312","30,691,362","268,907,515","4,634,777",37.0,7530.0,20.0,"16,541",8.0,"14,200,687","8,094",835203.0,1,2020,5
7 Summers,7 Summers,Morgan Wallen,QZ22S1800133,4038,21.2,433429705.0,47966.0,7954524.0,73.0,108280492.0,418212.0,"404,913","40,464,743","273,205,308","162,712,220",33.0,44492.0,2.0,"3,148",15.0,"77,905,510","39,530",667963.0,0,2020,8
Lollipop - Remix,Lollipop (Remix),Darell,USSD12300732,4044,21.2,50761385.0,6296.0,38839254.0,,15098694.0,116415.0,,,,"106,198,768",23.0,3691.0,24.0,"311,358",8.0,"1,141,308",347,146284.0,1,2024,2
Wrong,Wrong,Luh Kel,QMKSC1900177,4052,21.2,279660513.0,39887.0,4756079.0,60.0,273044816.0,3691413.0,"2,161,109","76,888,862","583,142,943","36,546,853",6.0,38.0,,,,"24,537,425","84,838",759049.0,0,2019,4
You're Somebody Else,Nothing Lasts Forever (And It's Fine),flora cash,SEXCG1700102,4025,21.2,473059298.0,108732.0,25587455.0,62.0,302782709.0,3261634.0,"402,646","123,479,947","793,624,604","21,754,797",39.0,50039.0,24.0,"142,965",22.0,"71,313,267","29,455",4844008.0,0,2017,4
River,Endless Summer Vacation,Miley Cyrus,USSM12209783,4032,21.2,132653623.0,15227.0,7111182.0,59.0,51695313.0,709774.0,"23,486","6,323,191","65,838,521","88,141,082",40.0,71387.0,31.0,"907,532",33.0,"7,371,225","1,092",434881.0,0,2023,3
Extssy Model,Mi Vida En Un Cigarro 2,Junior H,USWL12200134,4046,21.2,293017219.0,21333.0,6926082.0,74.0,220479914.0,1074637.0,"152,800","36,183,080","228,557,824",,1.0,13.0,5.0,"6,187,083",2.0,"1,886,143","1,549",653919.0,0,2022,2
Formula,Euphoria (Original Score from the HBO Series),Labrinth,USQX91902497,4034,21.2,836491531.0,114619.0,24572791.0,79.0,95215206.0,1310860.0,"194,090","197,169,982","1,679,330,230","1,517,468",27.0,155.0,22.0,"210,733",,"2,182,680","5,310",1759253.0,0,2019,10
Suzume,ýýýýýýýýý,RADWIMPS,JPV972200075,4036,21.2,151179942.0,30909.0,4476490.0,63.0,71184530.0,866717.0,"81,501","48,171,421","617,882,237","80,772,548",9.0,444.0,1.0,"337,935",1.0,"509,402",634,2567736.0,0,2022,9
Nada,Error 93,Cazzu,QM6N21901839,4053,21.2,204337911.0,29832.0,6210430.0,65.0,640084081.0,3105166.0,"332,100","16,093,699","157,858,644","126,606,682",9.0,280.0,1.0,"4,402",,"5,137,832","3,618",1005751.0,1,2019,6
Ashes,Ashes,Stellar,QZDA52012875,4027,21.2,286057865.0,73783.0,7257676.0,67.0,182898963.0,2201213.0,"807,105","359,078,764","2,702,536,885","30,628,251",22.0,195.0,3.0,"13,970",,"9,382,744","14,536",1148477.0,1,2020,5
Copa Vacï¿½,Copa Vacï¿½ï¿½a - Si,Shakira,USQX92300694,4040,21.2,147537573.0,17322.0,17844679.0,63.0,13918496.0,120215.0,"16,923","5,394,153","68,517,237",,46.0,45181.0,37.0,"662,279",31.0,"4,161,017",802,477464.0,0,2023,6
Heyy,Heyy,Lil Baby,USUG12207229,4039,21.2,66617153.0,34503.0,4137767.0,51.0,29347420.0,343023.0,"64,508","20,731,098","139,786,101","171,021,132",11.0,73533.0,3.0,"9,039",6.0,"12,097,086","5,503",393975.0,1,2022,10
Que Va,Que Va,Alex Sensation,USUM71703862,4029,21.2,398779586.0,38061.0,11538458.0,59.0,784193659.0,2659427.0,"38,259","2,010,076","22,158,832","106,087,278",18.0,7551.0,20.0,"84,828",17.0,"142,563,626","18,047",2086078.0,0,2017,8
sonnenbank.mp3,sonnenbank.mp3,YAKARY,DGA0L2397076,4026,21.2,61127558.0,16750.0,2767597.0,,6762701.0,61532.0,,"860,217","10,188,593","87,127,057",5.0,5807.0,3.0,"6,181,211",1.0,,,107992.0,1,2023,11
Rampampam,Rampampam,Minelli,ROGRA2101471,4041,21.2,123191456.0,30942.0,3676550.0,57.0,152552030.0,910614.0,"756,819","43,402,019","1,139,849,739","5,666,042",47.0,61030.0,25.0,"380,931",,"284,379",,5687186.0,0,2021,3
WA DA DA,FIRST IMPACT,Kep1er,KRA492101456,4043,21.2,172657413.0,16436.0,4057129.0,54.0,272201730.0,4399092.0,"386,666","228,532,871","1,992,357,477","132,153,989",17.0,2619.0,3.0,"6,338",2.0,"415,556",423,445034.0,0,2022,1
Seven Nation Army,Elephant,The White Stripes,USVT10300001,4030,21.2,1657866786.0,206953.0,64036444.0,81.0,339571990.0,4052894.0,"263,920","137,323,740","1,394,903,550","5,268,188",275.0,184079.0,86.0,"972,676",110.0,"912,422,054","566,339",10108433.0,0,2003,1
AHHH HA,AHHH HA,Lil Durk,USQX92200794,4024,21.2,104411097.0,51535.0,9471098.0,54.0,128163786.0,1321268.0,"25,400","7,039,088","64,467,510","262,437,541",19.0,6187.0,6.0,"20,046",3.0,"14,136,317","5,643",382012.0,1,2022,2
Do It Like That,Do It Like That,TOMORROW X TOGETHER,USA2P2330060,4031,21.2,102643968.0,11419.0,7392399.0,59.0,64931319.0,1474575.0,"56,783","80,668,110","432,572,281","48,550,765",7.0,22946.0,11.0,"490,225",5.0,"1,097,475",419,288636.0,0,2023,7
Enjoy Enjaami,Enjoy Enjaami,Dhee,TCAFK2171359,4054,21.2,44231951.0,7286.0,1484104.0,50.0,549781386.0,5379716.0,35,"1,308","29,422","9,424",17.0,301.0,,,5.0,,,137205.0,0,2021,3
Bezos I,Inside (The Songs),Bo Burnham,USA2P2122060,4050,21.2,225256279.0,53441.0,4357998.0,60.0,76742047.0,1632194.0,"1,026,966","452,348,294","3,664,416,923","995,889",11.0,105.0,1.0,"3,316",,"1,913,860","10,222",1502927.0,1,2021,6
