Track,Album Name,Artist,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,year,month
Runaway (U & I),Runaway (U & I),Galantis,USAT21404265,2469,28.7,895051532.0,155100.0,42988196.0,72.0,619712411.0,5087544.0,"161,963","82,136,522","730,346,946","368,291,875",78.0,18387.0,58.0,"399,214",35.0,,,110053.0,0,2014,10
Ley Seca,Ley Seca,Jhay Cortez,USUM72113444,2462,28.7,412597562.0,80841.0,20936024.0,66.0,209120821.0,1034481.0,"54,784","15,795,689","201,664,757","101,896,667",76.0,17486.0,14.0,"26,817",41.0,"6,085,764","2,044",917173.0,0,2021,9
Dawns (feat. Maggie Rogers),Dawns (feat. Maggie Rogers) - Single,Zach Bryan,USWB12300176,2461,28.7,261468916.0,44088.0,11298879.0,75.0,8880434.0,54195.0,"86,609","19,696,611","127,691,196","153,448,242",25.0,320.0,3.0,"7,503",18.0,"13,386,628","10,886",481576.0,1,2023,1
Mesafe,Mesafe,Semicenk,TR0012300295,2470,28.7,59964248.0,9504.0,1321095.0,,112511884.0,361436.0,"116,100","2,824,547","77,807,288","358,119,762",4.0,8226.0,3.0,"1,567,829",,,,274026.0,0,2023,9
Numb,Meteora,Linkin Park,USWB10300474,2472,28.7,1720830668.0,270810.0,75602131.0,80.0,2450982330.0,15462896.0,"440,206","37,487,815","490,782,499","907,757,737",5.0,137302.0,70.0,"907,873",52.0,,,,0,2003,3
So High School,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,USUG12402544,2478,28.6,97601615.0,3397.0,13075013.0,87.0,5528058.0,78517.0,,"2,761,040","17,893,741",,18.0,187.0,,,50.0,"1,393,596","1,657",,0,2024,4
Hola,Climaxxx,Dalex,QM9WM1900108,2483,28.6,28185177.0,6572.0,781594.0,42.0,1163245760.0,5110945.0,"37,518","2,306,029","20,930,088","126,061,690",,,1.0,"23,571",,"2,003,438","2,077",349429.0,0,2019,5
Dark Red,Dark Red,Steve Lacy,GBKPL1778015,2475,28.6,1315024190.0,261850.0,48425069.0,80.0,152580618.0,1969610.0,"114,388","94,977,654","558,037,837",,101.0,3506.0,17.0,"87,964",,"9,194,032","27,250",3864898.0,0,2017,2
Diosa,Easy Money Baby,Myke Towers,QM4TW2040256,2484,28.6,465811322.0,70596.0,17915387.0,66.0,574401770.0,3127746.0,"342,400","17,063,916","196,656,614","110,280,462",42.0,20012.0,13.0,"213,289",16.0,"18,906,788","9,281",789689.0,1,2020,1
Wagon Wheel,True Believers,Darius Rucker,USCN11200248,2477,28.6,727417273.0,107826.0,25463894.0,73.0,563826762.0,2402463.0,"51,203","14,475,594","101,847,028","596,719,707",59.0,128432.0,19.0,"25,550",24.0,"575,560,582","786,536",3566957.0,0,2013,1
Dil Galti Kar Baitha Hai,Dil Galti Kar Baitha Hai,Jubin Nautiyal,INS182101589,2482,28.6,64013323.0,5573.0,1466888.0,53.0,633429136.0,6478665.0,"1,807","257,436","4,052,529","159,126,966",2.0,594.0,,,1.0,,,179409.0,0,2021,9
Is There Someone Else?,The Highlights (Deluxe),The Weeknd,USUG12106692,2485,28.6,669099980.0,87216.0,26997782.0,76.0,213028772.0,2081644.0,771,"6,034,599","101,980,300","608,054,184",13.0,4608.0,7.0,"240,246",15.0,"4,076,339","2,222",1352593.0,0,2021,2
Dream Girl,Deeper 2.0,Ir Sais,TCADG1788520,2481,28.6,133061000.0,41010.0,3635651.0,54.0,113794097.0,1057519.0,"8,549,427","390,884,822","3,983,988,990","36,089",24.0,6316.0,12.0,"31,615",2.0,"2,308,538","10,070",2886602.0,0,2017,9
Wild Side (feat. Cardi B),Wild Side (feat. Cardi B) - Single,Normani,USRC12101473,2476,28.6,181529121.0,36504.0,12624326.0,60.0,235286963.0,3057740.0,"117,317","51,611,106","406,413,864","71,073,242",88.0,125766.0,15.0,"74,166",19.0,"98,376,412","28,049",1916244.0,1,2021,7
Bi' Tek Ben Anlarï¿½,Bi' Tek Ben Anlarï¿½,Kï¿½ï,TRAUR2200002,2480,28.6,214391030.0,27588.0,8269792.0,58.0,301701293.0,1063678.0,"315,600","8,311,405","196,090,529","16,824,491",12.0,29501.0,3.0,"1,622,897",,,,861877.0,0,2022,3
Location (feat. Burna Boy),PSYCHODRAMA,Dave,GBUM71900578,2490,28.5,540907681.0,169023.0,15332361.0,70.0,281620086.0,1394656.0,"29,890","7,358,053","65,403,430","7,590,308",113.0,7620.0,31.0,"171,627",27.0,"221,658","2,407",1899818.0,1,2019,3
Mon Amour,Mon Amour,Annalisa,ITQ002300239,2488,28.5,86387703.0,9584.0,2241484.0,56.0,98278396.0,404177.0,"757,539","21,805,849","376,919,346","260,464,298",23.0,20746.0,4.0,"11,160",10.0,"10,290",,739131.0,0,2023,3
Pray For Me,Pray For Me (with Kendrick Lamar),The Weeknd,USUM71800001,2491,28.5,918478800.0,139420.0,28588643.0,71.0,351030632.0,3597944.0,"30,374","19,369,827","164,140,502","140,859,065",77.0,57561.0,33.0,"300,145",20.0,"170,542,224","61,911",7342121.0,1,2018,2
p r i d e . i s . t h e . d e v i l (with Lil Baby),The Off-Season,J. Cole,QMJMT2103642,2487,28.5,367165473.0,125205.0,14849325.0,65.0,69280791.0,766589.0,,,,"208,599,431",56.0,9531.0,10.0,"139,412",19.0,"33,574,737","8,037",561364.0,1,2021,5
Position,Prime,Franglish,FRD8V2400040,2492,28.5,44456165.0,3922.0,6621845.0,73.0,34743986.0,212617.0,,,,"27,440,932",25.0,7608.0,25.0,"17,769,679",13.0,"3,433",,620606.0,0,2024,2
Motley Crew,Motley Crew,Post Malone,USUM72111566,2486,28.5,399297877.0,98593.0,24244488.0,66.0,113586161.0,1283651.0,"17,033","10,213,659","90,781,226","3,037,447",98.0,36784.0,26.0,"868,677",9.0,"22,951,936","15,374",1280385.0,1,2021,7
Poppin,2 Alivï¿,Yeat,USUM72202097,2493,28.5,152999496.0,61870.0,4946068.0,63.0,41680427.0,625297.0,"29,807","19,583,763","165,647,395","342,558,492",5.0,67.0,,,,"970,494","3,191",162198.0,1,2022,2
Memories,Memories,Conan Gray,USUM72204111,2494,28.5,445742307.0,68570.0,23007042.0,72.0,65247352.0,1302190.0,"118,871","53,270,295","299,317,588","2,205,915,138",9.0,2878.0,9.0,"12,015",18.0,"1,484,701","5,098",2074587.0,0,2022,4
Casi Completa,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,QZ7HP2300096,2489,28.5,64656678.0,2743.0,8231330.0,,104860686.0,407632.0,,"15,299","194,766","457,588,979",,1128.0,1.0,"1,666",,"4,162,490","1,496",249980.0,0,2023,11
JOLENE,COWBOY CARTER,Beyoncï¿,USSM12402711,2500,28.4,57163264.0,3903.0,8284613.0,,13386365.0,216945.0,,"544,300","21,400,000","151,388,634",37.0,6071.0,25.0,"1,640,251",30.0,"1,158,781","3,796",98889.0,0,2024,3
Roï¿½ï¿½a Em,Roï¿½ï¿½a Em,Zï¿½ï¿½ Fe,BRTLW2200006,2502,28.4,192684719.0,15067.0,10379433.0,63.0,253199155.0,1310110.0,"224,000","35,623,717","547,404,253","954,262,875",12.0,2805.0,33.0,"801,839",11.0,842,2,125189.0,0,2022,11
"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]","Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",Camidoh,GBX722200156,2498,28.4,52418564.0,24196.0,1963638.0,57.0,112013583.0,498515.0,"1,606,103","28,958,781","375,062,387","29,687,855",37.0,7758.0,4.0,"477,056",13.0,"779,135",365,3557237.0,1,2022,4
TOES (feat. Lil Baby & Moneybagg Yo),KIRK,DaBaby,USUM71919280,2499,28.4,349688559.0,77636.0,12565087.0,60.0,66011548.0,699236.0,"538,219","83,527,860","643,169,528","1,989,190",26.0,854.0,9.0,"23,636",7.0,"118,261,786","72,689",771928.0,1,2019,9
10 Things I Hate About You,10 Things I Hate About You,Leah Kate,QZES62254244,2496,28.4,238502829.0,38595.0,7419495.0,4.0,26154092.0,390129.0,"1,569,194","185,586,256","2,205,444,414","3,453,749",17.0,33938.0,8.0,"66,599",7.0,"23,587,662","15,146",692500.0,1,2022,3
X ï¿½ï¿½LTIMA,LEGENDADDY,Daddy Yankee,USUG12201738,2503,28.3,409394001.0,53657.0,22643350.0,64.0,123846563.0,1120466.0,"442,700","135,938,706","1,334,863,571","330,802,357",45.0,15971.0,18.0,"2,038,434",36.0,"23,456,449","1,603",526470.0,1,2022,3
Lalala - Ilkan Gunuc Remix,Lalala (Ilkan Gunuc Remix),Y2K,USSM12002468,2515,28.3,28240865.0,9377.0,3738275.0,49.0,,,"7,210,799","121,538,491","1,680,010,594",,14.0,2644.0,6.0,"4,972",,"37,628",,1994181.0,1,2019,10
Poco A Poco,Poco A Poco - Single,Xavi,USA2P2344729,2514,28.3,283079113.0,15570.0,15950378.0,82.0,41149970.0,328843.0,"84,726","9,560,738","60,287,119",,7.0,118.0,11.0,"13,607,485",3.0,"4,030,323","2,105",271176.0,0,2023,9
The Alchemy,THE TORTURED POETS DEPARTMENT,Taylor Swift,USUG12401042,2513,28.3,106201248.0,2992.0,15108991.0,,5521347.0,70034.0,,,,,19.0,290.0,11.0,"226,234",47.0,"2,070,315","1,695",24502.0,0,2024,4
Sunday Service,Sunday Service,Latto,USRC12400151,2505,28.3,12270831.0,1736.0,2704404.0,,22668627.0,309518.0,,"729,900","3,400,000","361,916,750",18.0,19404.0,12.0,"132,145",16.0,"5,371,441","3,307",172799.0,1,2024,2
Red Ruby Da Sleeze,Red Ruby Da Sleeze,Nicki Minaj,USUM72302705,2504,28.3,148574146.0,25770.0,27326995.0,59.0,39166702.0,619142.0,"6,500","2,704,073","21,611,489","21,914,535",39.0,90970.0,8.0,"113,301",26.0,"21,922,593","6,693",1090214.0,1,2023,3
Mama,Mama,Jonas Blue,GBUM71701777,2509,28.3,955563174.0,89780.0,18075056.0,67.0,929090173.0,5061750.0,"29,802","16,031,731","85,857,976","262,705,725",103.0,59537.0,96.0,"388,298",7.0,"27,583,329","14,884",7735883.0,0,2017,5
Puta Mexicana,Som das Regiï¿½ï,DJ Jeeh FDC,QZW9M2275605,2508,28.3,172602494.0,38926.0,14426720.0,63.0,122947771.0,1241098.0,"312,400","143,003,405","1,722,398,168","12,348,511",,76.0,18.0,"1,950,340",5.0,,,,1,2022,12
Self Care,Self Care,Mac Miller,USWB11801215,2516,28.3,687861392.0,156992.0,21060151.0,70.0,497604866.0,3052127.0,"56,852","19,118,562","193,776,994","40,752,198",,873.0,11.0,"32,411",35.0,"37,793,881","33,506",,1,2018,7
Out of Time,The Highlights (Deluxe),The Weeknd,USUG12106689,2507,28.3,451878749.0,78793.0,18239674.0,70.0,221123432.0,2660730.0,"23,842","20,880,385","233,301,151","3,022,110,413",41.0,114661.0,17.0,"330,997",21.0,"2,975,758","4,342",1722436.0,0,2021,2
About You,Being Funny In a Foreign Language,The 1975,GBK3W2202321,2506,28.3,350348521.0,48286.0,23268627.0,75.0,63111604.0,494666.0,"117,002","112,061,372","793,536,731","2,197,815",32.0,27952.0,5.0,"224,543",16.0,"1,164,726",818,508585.0,0,2022,10
BED,BED,Joel Corry,UK4ZF2100069,2512,28.3,480737112.0,91401.0,37879799.0,66.0,55185277.0,280740.0,"90,700","11,811,407","149,754,997","1,432,752",185.0,199418.0,124.0,"487,788",36.0,"6,887,843","1,178",2464219.0,0,2021,2
23,23,Chayce Beckham,QMRSZ2101045,2511,28.3,217524988.0,52661.0,12543368.0,69.0,84504714.0,547950.0,"20,410","1,883,404","21,694,150","566,879,139",23.0,165757.0,1.0,577,20.0,"99,882,249","21,221",1269712.0,0,2021,5
Remember,Club House,Becky Hill,GBUM72102420,2529,28.2,453644642.0,78241.0,59982572.0,67.0,68753113.0,442500.0,"14,109","6,520,234","86,516,663","1,081,753,404",135.0,227360.0,64.0,"505,344",27.0,"3,974,042","1,957",1721093.0,0,2021,4
Here's Your Perfect,Here's Your Perfect,Jamie Miller,USAT22101294,2523,28.2,418998816.0,42598.0,8678739.0,69.0,349432726.0,3317953.0,"810,145","216,927,258","1,962,424,177","1,152,785,855",40.0,19753.0,6.0,"6,309",,"1,401,958","1,877",1072765.0,0,2021,4
Highs & Lows,Highs & Lows,Prinz,GBARL2300644,2530,28.2,64747926.0,19758.0,4733486.0,63.0,30831455.0,515719.0,"726,042","24,154,119","304,170,641","848,300",4.0,756.0,8.0,"81,597",2.0,"476,637","6,463",434423.0,0,2023,6
Survivorï¿½ï¿½ï¿½s R,Survivorï¿½ï¿½ï¿½s R,Roddy Ricch,USAT22403043,2535,28.2,4462637.0,789.0,28882654.0,66.0,2244519.0,116431.0,,,,"20,570,003",27.0,134.0,7.0,"1,298,626",29.0,"703,876",89,49126.0,1,2024,5
Impossible,Impossible - Single,RIIZE,KRA302400078,2533,28.2,16327372.0,987.0,16575491.0,69.0,29637408.0,364827.0,"5,892","11,035,987","64,226,700",,21.0,291.0,6.0,"21,219",25.0,"19,003",18,39544.0,0,2024,4
El Rescate,El Rescate - Single,Grupo Marca Registrada,USDXS2202347,2528,28.2,391773238.0,34952.0,16586286.0,69.0,133887895.0,711785.0,"431,726","98,990,436","1,102,477,168","6,037",7.0,19.0,1.0,"186,322",8.0,"36,067,031","3,703",840393.0,1,2022,7
Wockesha,A Gangstaï¿½ï¿½ï¿½,Moneybagg Yo,USUM72105621,2518,28.2,138100044.0,64635.0,5451499.0,56.0,168383616.0,1456308.0,"30,274","13,135,047","94,781,829","56,308,304",59.0,134739.0,4.0,"64,845",8.0,"87,481,688","35,657",1470349.0,1,2021,4
Mirame,Mirame - Single,Blessd,QZZ3N2400057,2532,28.2,24345826.0,1758.0,36846830.0,72.0,22781812.0,162339.0,,,,"22,448,661",21.0,334.0,11.0,"1,615,702",10.0,"69,725",41,155799.0,1,2024,4
Pantysito,Pantysito,Alejo,USUG12201485,2526,28.2,332175085.0,63085.0,23635638.0,66.0,119541325.0,763188.0,"378,000","93,005,063","866,018,385","213,451,655",37.0,20428.0,17.0,"1,616,786",36.0,"3,756,960",524,616074.0,1,2022,3
brutal,SOUR,Olivia Rodrigo,USUG12101242,2524,28.2,639900946.0,87550.0,20272841.0,73.0,147309966.0,3536634.0,"180,855","114,118,319","774,173,668","56,822,531",41.0,8153.0,8.0,"43,721",21.0,"17,091,110","32,850",820892.0,1,2021,5
Recognize (feat. Drake),PARTYNEXTDOOR TWO,PARTYNEXTDOOR,USWB11401866,2531,28.2,275465440.0,58725.0,10964599.0,65.0,290207058.0,1533113.0,"64,277","8,127,616","53,454,696","12,422,822",30.0,334.0,14.0,"2,315",7.0,"305,888,690","68,800",2030167.0,1,2014,7
Daylight,For All The Dogs,Drake,USUG12306070,2521,28.2,78417212.0,26088.0,13353722.0,,4514270.0,53581.0,"4,865","4,204,924","38,589,807",,7.0,374.0,,,,"1,294,581","1,122",152693.0,1,2023,10
Lovefool,Lovefool,twocolors,DEUM72001376,2519,28.2,359757970.0,73161.0,29218709.0,62.0,216865947.0,1581781.0,"621,587","49,479,727","658,030,330","25,128,259",149.0,181538.0,65.0,"2,659,118",8.0,"33,047,274","4,223",4918636.0,0,2020,5
MEMORIAS,Microdosis,Mora,QM4TX2252943,2527,28.2,359336745.0,67125.0,16316500.0,70.0,143505182.0,823971.0,"20,600","9,094,523","82,205,989","340,159,905",38.0,8665.0,4.0,"54,118",14.0,"367,017",319,868434.0,0,2022,4
Mood Malandro,Mood Malandro,Cï¿½ï¿½dig,QM3DF2276204,2538,28.1,188309858.0,15111.0,13192945.0,71.0,87069499.0,318350.0,100,"1,927","18,855",,6.0,4.0,7.0,"582,040",3.0,"3,910,844","1,376",422023.0,0,2023,8
JACKIE BROWN,WASTELAND,Brent Faiyaz,QM24S2203177,2542,28.1,247386146.0,57298.0,14371239.0,70.0,48937559.0,461922.0,"25,012","12,211,067","119,045,728","129,119,126",21.0,2377.0,5.0,"494,840",1.0,"13,188,304","5,989",1184981.0,1,2022,7
TELEFONO NUEVO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,QMFME2364190,2544,28.1,101706440.0,22195.0,4712903.0,,37327301.0,496072.0,608,"1,421,099","11,568,535",,12.0,893.0,,,3.0,"2,910,823",708,304399.0,1,2023,10
Never Going Home,Summer 2021,Kungs,FR9W12110749,2539,28.1,304069347.0,89224.0,17836102.0,63.0,87407927.0,580798.0,"20,117","6,207,518","94,926,621","80,707,655",89.0,117243.0,53.0,"959,302",18.0,"675,312",417,5206645.0,0,2021,4
Problemï¿½,Problemï¿½,Alvaro Diaz,USUM72118879,2548,28.1,275492185.0,47297.0,14033837.0,68.0,104950820.0,697838.0,"1,698,681","279,415,195","2,603,158,294","31,265,536",35.0,6549.0,13.0,"759,534",14.0,"7,459,382",848,779473.0,0,2021,10
Pacto (feat. Luar La L),Pacto (feat. Luar La L),Jay Wheeler,USUYG1480456,2547,28.1,58652026.0,19596.0,3713869.0,54.0,74399520.0,458583.0,"508,800","31,900,743","344,636,407","9,720,627",14.0,66.0,2.0,"9,119",2.0,"4,123,989","2,062",397215.0,1,2023,4
Talk talk,BRAT,Charli xcx,USAT22401345,2540,28.1,6446985.0,830.0,35947142.0,,201264.0,3929.0,,"9,765","78,500",,52.0,156.0,27.0,"1,854,240",85.0,"190,049",20,4307.0,0,2024,6
Daisy,Daisy,Ashnikko,GBAYE2000596,2543,28.1,509353753.0,87580.0,20339605.0,63.0,231541575.0,3846027.0,"893,392","124,467,502","842,856,226","1,767,008",45.0,14716.0,21.0,"15,708",3.0,"18,916,451","32,263",2842135.0,1,2020,7
Fast Forward,GAME PLAN,JEON SOMI,KSA002301968,2556,28.0,88499180.0,9715.0,3943924.0,59.0,134376601.0,256505.0,"58,748","54,797,372","291,191,318","48,337,673",16.0,1383.0,8.0,"271,497",23.0,"190,079",291,258644.0,0,2023,8
Ice Attack,WE DON'T TRUST YOU,Future,USSM12402029,2553,28.0,38912003.0,9619.0,2346613.0,,3915932.0,59814.0,,,,"1,596,946",4.0,46.0,1.0,"41,760",,"459,198",307,58111.0,1,2024,3
Stolen Dance,Die Ultimative Chartshow - Hits 2013,Milky Chance,DEL211300741,2558,28.0,1460945792.0,331171.0,51661945.0,76.0,224150562.0,1926122.0,"677,541","194,210,296","2,134,365,963","389,692",83.0,36736.0,111.0,"1,223,193",21.0,,,24485799.0,0,2013,1
Set Me Free Pt.2,Set Me Free Pt.2,Jimin,USA2P2251867,2554,28.0,350802342.0,12581.0,16368476.0,76.0,150660549.0,5807332.0,"182,865","104,841,360","494,628,703","166,154,392",5.0,2402.0,24.0,"4,592,140",8.0,"2,552,268",686,437897.0,1,2023,3
Azul,Colores,J Balvin,USUM72001731,2557,28.0,489654759.0,60072.0,13255516.0,63.0,478807073.0,3205287.0,"731,500","39,869,163","491,920,895","34,068,017",92.0,14340.0,28.0,"1,649,348",21.0,"52,380,337","11,309",994262.0,0,2020,3
LOCATION,LOCATION,KAROL G,USUM72023897,2551,28.0,236644328.0,36130.0,7600107.0,50.0,525752748.0,3073337.0,"182,529","34,209,228","329,180,615","25,193,373",56.0,29536.0,17.0,"120,355",36.0,"9,793,641","3,562",962269.0,1,2021,2
Terminator,Terminator,King Promise,GBARL2300512,2559,28.0,34026239.0,8723.0,6659055.0,58.0,56469190.0,290499.0,"1,047,639","28,395,882","391,501,573","57,032,887",23.0,3290.0,2.0,"5,829",,"351,027",246,527365.0,0,2023,5
Snowman,Snowman,Sia,USAT21704212,2561,28.0,947770190.0,123852.0,25500657.0,69.0,417814325.0,6867798.0,"1,972,101","644,731,553","5,479,108,705","315,447,931",128.0,16029.0,55.0,"984,795",39.0,"8,852,953","36,244",5574595.0,0,2017,11
Hurricane,Donda,Kanye West,USUM72116311,2549,28.0,404497617.0,108795.0,16231758.0,62.0,45337894.0,615908.0,"20,272","10,266,783","91,838,300","506,294",51.0,33710.0,16.0,"456,029",24.0,"11,239,141","5,307",1304734.0,0,2021,8
Rumah Singgah,Rumah Singgah,Fabio Asher,SGB502214308,2550,28.0,239624643.0,13095.0,3228030.0,67.0,228923419.0,1210579.0,"1,205,145","227,531,657","3,306,847,230","45,889",11.0,7479.0,,,,,,142151.0,0,2022,5
Strip That Down (feat. Quavo),Strip That Down,Liam Payne,GBUM71701628,2560,28.0,1000549809.0,86051.0,18285158.0,63.0,503776997.0,5263027.0,"348,584","29,551,464","181,309,829","14,264,191",99.0,53738.0,38.0,"236,519",19.0,"320,956,633","141,834",7058362.0,0,2017,5
IT GIRL - Sped up Version,IT GIRL (Sped up Version),Aliyah's Interlude,QZTB22394231,2570,27.9,23708233.0,7125.0,3235480.0,,,,"883,600","344,205,330","3,090,790,304",,2.0,110.0,2.0,"28,927",1.0,"124,021",300,363715.0,1,2023,9
Lost in the Fire (feat. The Weeknd),Lost in the Fire (feat. The Weeknd),Gesaffelstein,USQX91803314,2564,27.9,895496661.0,158437.0,56718950.0,75.0,60795572.0,663427.0,"118,739","61,383,164","500,515,994","25,324,485",109.0,19935.0,40.0,"314,982",17.0,"44,369,088","13,427",5540938.0,1,2019,1
Minha Heranï¿½,Minha Heranï¿½,Ana Castela,BKA7Y2400034,2575,27.9,3582494.0,506.0,20021976.0,64.0,8320170.0,107335.0,,,,"30,623,624",2.0,18.0,10.0,"7,390,687",4.0,236,,2856.0,0,2024,5
Diva Yorgun,Diva Yorgun,Melike ï¿½ï¿½,TRBYM2000179,2574,27.9,62458329.0,7526.0,1713723.0,58.0,167062542.0,417472.0,"11,529","693,244","25,252,458","297,624,271",10.0,18186.0,2.0,"1,346",,,,412905.0,0,2023,6
Can't Get Enough,Can't Get Enough,Jennifer Lopez,QMRSZ2301148,2565,27.9,9293098.0,1348.0,2545397.0,,19200761.0,262872.0,"6,015","5,065,489","1,752,700","2,407,922,034",16.0,70306.0,6.0,"5,901,816",9.0,"888,313",305,294615.0,1,2024,1
The Man He Sees in Me,The Man He Sees in Me,Luke Combs,US6XF2400108,2569,27.9,5942861.0,766.0,17968556.0,71.0,417205.0,14380.0,,,,156,24.0,50.0,6.0,"22,284",32.0,"1,140,678",189,14609.0,0,2024,6
Dilemma,Nellyville (Explicit Version),Nelly,USUR10200370,2573,27.9,859999247.0,170136.0,65334656.0,74.0,1639732381.0,8770296.0,"199,632","36,725,930","368,297,203","965,108,329",116.0,173135.0,63.0,"1,211,577",36.0,"1,097,430,738","414,836",10809090.0,1,2002,6
My wrist (with Young Thug),My wrist (with Young Thug),Yeat,USUM72307802,2572,27.9,83393310.0,32703.0,6521059.0,64.0,14159412.0,193138.0,"1,618","985,058","9,909,365","1,602",10.0,288.0,3.0,"30,356",,"310,482",567,180040.0,1,2023,5
GigaChad Theme - Phonk House Version,GigaChad Theme (Phonk House Version),g3ox_em,QZNWS2230712,2571,27.9,282776356.0,45283.0,24157482.0,69.0,152603363.0,1541141.0,64,"255,172","1,672,858","23,643,910",13.0,677.0,6.0,"105,684",8.0,"1,120,269","4,144",1358899.0,0,2022,8
Jackie Chan,Jackie Chan,Tiï¿½ï¿,CYA111800123,2562,27.9,867318774.0,122200.0,28477959.0,66.0,207699017.0,1553887.0,"642,448","9,941,160","91,008,651","25,965,495",130.0,46973.0,104.0,"757,074",12.0,"52,601,591","43,818",5167133.0,1,2018,5
Words (feat. Zara Larsson),Words (feat. Zara Larsson),Alesso,USUG12202336,2563,27.9,383945607.0,58627.0,45560940.0,72.0,51670623.0,427016.0,"20,633","9,518,866","159,467,861","2,170,376,776",83.0,109284.0,31.0,"987,836",41.0,"5,618,643",886,1125402.0,0,2022,4
Bombonzinho - Ao Vivo,Bombonzinho (Ao Vivo),Israel & Rodolffo,BRRGE2200815,2576,27.9,343704935.0,21379.0,13592125.0,61.0,208025693.0,659040.0,"176,878","8,502,888","153,392,985","699,848,365",22.0,6760.0,35.0,"1,242,324",12.0,"1,634",,206908.0,0,2022,11
Mil Preguntas,Mil Preguntas - Single,The La Planta,BK4DA2407011,2567,27.9,27026914.0,2367.0,8527648.0,70.0,46888149.0,156738.0,,,,"141,902,141",2.0,530.0,6.0,"326,442",8.0,,,63178.0,0,2024,3
OJALï¿,OJALï¿,Maria Becerra,USAT22205402,2579,27.8,168710415.0,16559.0,4927487.0,56.0,358805694.0,1890653.0,"72,000","24,990,011","248,098,853","365,354,168",12.0,10771.0,12.0,"232,266",16.0,"1,069,872",237,182061.0,0,2022,6
Bejeweled,Midnights,Taylor Swift,USUG12205715,2577,27.8,536110386.0,32472.0,22834672.0,71.0,19011964.0,168023.0,"791,802","171,672,855","1,573,795,763","120,036,973",46.0,6686.0,5.0,"282,241",46.0,"12,812,687","11,319",361280.0,0,2022,10
Back for More (with Anitta),Back for More (with Anitta),TOMORROW X TOGETHER,USA2P2342327,2580,27.8,93990459.0,8050.0,7207941.0,,112494830.0,3245862.0,"55,727","53,080,335","296,861,046","313,625,362",9.0,4542.0,14.0,"490,711",15.0,"520,450",225,182465.0,0,2023,9
Heaven,Kane Brown (Deluxe Edition),Kane Brown,USRN11700088,2584,27.8,492361216.0,43773.0,13627930.0,66.0,697287853.0,3494761.0,"107,020","5,665,191","74,609,105","474,602,562",46.0,3.0,6.0,"48,525",27.0,"394,651,147","237,908",,0,2017,10
FERXXO 151,FERXXO 151,Feid,USUM72312300,2587,27.8,106899723.0,23959.0,10822808.0,64.0,54351042.0,362313.0,"34,200","3,566,805","44,045,683","22,628,351",15.0,2942.0,15.0,"751,335",12.0,"485,490",175,195030.0,0,2023,8
Young And Beautiful,Music From Baz Luhrmann's Film The Great Gatsby,Lana Del Rey,GBUM71301823,2586,27.8,1256488099.0,158078.0,59355964.0,80.0,721653474.0,5562953.0,"301,881","104,232,046","881,937,736","1,185,793,007",85.0,7063.0,53.0,"345,045",38.0,"437,188,269","353,499",6185418.0,0,2013,1
United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,USUM72208961,2578,27.8,246425341.0,81509.0,7710812.0,71.0,38465606.0,807082.0,"108,559","43,090,164","342,828,836","34,138,596",5.0,732.0,3.0,"15,986",6.0,"2,364,415","2,500",1169011.0,1,2022,5
Drunk in Love,Beyoncï¿½ï¿½ (Del,Beyoncï¿,USSM11307800,2588,27.8,607315454.0,73281.0,24577326.0,67.0,827853706.0,3895677.0,"42,655","24,392,560","200,100,315","196,095,530",129.0,49.0,75.0,"619,730",52.0,"493,343,155","793,889",,1,2013,12
La Vida Sin Ti,La Vida Sin Ti,Rels B,UYB282476005,2581,27.8,50171337.0,3367.0,20131086.0,74.0,9998588.0,151631.0,,,,"764,121",15.0,418.0,8.0,"173,353",18.0,"7,872",9,101871.0,0,2024,4
FREAK,YUQ1,YUQI,KRA392400004,2604,27.7,9956970.0,918.0,11306595.0,66.0,28265816.0,825743.0,,"3,714,416","16,415,876",,6.0,95.0,2.0,"1,891",7.0,,,22273.0,0,2024,4
Casa Mia,Casa Mia,Ghali,ITQ002400008,2607,27.7,55157600.0,3119.0,3112859.0,74.0,41112701.0,322239.0,,,,"195,777,143",19.0,15737.0,1.0,"8,291",15.0,"4,515",,269837.0,0,2024,2
Kaikai Kitan,ýýýýýýýýýýýý,Eve,JPTF02017001,2596,27.7,404765225.0,64972.0,8591521.0,68.0,470390576.0,3380515.0,"119,922","70,942,249","561,999,669","100,993,171",36.0,714.0,2.0,"19,827",10.0,"1,050,151","1,537",812814.0,0,2020,10
